claim,value,unit,currency,geography,segment,period,period_type,value_basis,source_name,url,date_accessed,confidence,notes
KR deodorants market_share,59.0,percent,KRW,KR,deodorants,2025,CY,NA,Euromonitor International,https://www.euromonitor.com/deodorants-in-south-korea/report,2026-07-25,HIGH,Category leader share: 'Deodorants in South Korea in 2025 remained highly concentrated' with 'Beiersdorf Korea Ltd (Nivea) holding a commanding share of 59%'. Text verified on the fetched Euromonitor report-overview page; the underlying value figures on that page are paywalled. Highly concentrated category structure is the key entry-barrier read for this segment.
KR dermocosmetics growth_yoy,13.0,percent,KRW,KR,dermocosmetics,2024,CY,RETAIL,Euromonitor International,,2026-07-21,HIGH,"Driven by PDRN, exosomes, peptides"
KR dermocosmetics market_size,4.5,krw_tn,KRW,KR,dermocosmetics,2020,CY,RETAIL,Samjong KPMG via The Korea Herald,https://www.koreaherald.com/article/2897219,2026-07-24,MEDIUM,"KR dermocosmetics market KRW 4.5tn in 2020, up 17.6% vs five years prior (Samjong KPMG). Article's own USD conversion ~US$3.1bn. Value basis not stated by source; assumed consumer sell-through. cf Korea Cosmeceutical Education & Research Institute KRW 1.2tn for same year 2020 (narrower definition) and KERI KRW 4.5tn for 2022 — Korean sources conflict on definition. Article dated 2022-06-23."
KR dermocosmetics market_size,1.2,krw_tn,KRW,KR,dermocosmetics,2020,CY,NA,Korea Cosmeceutical Education & Research Institute via Maeil Ilbo,https://www.m-i.kr/news/articleView.html?idxno=1088517,2026-07-24,MEDIUM,KR derma cosmetics market grew from KRW 500bn (2017) to KRW 1.2tn (2020) per Korea Cosmeceutical Education & Research Institute. Conflicts with Samjong KPMG KRW 4.5tn for 2020 (cf) — 3.75x gap is definitional (this appears to be a narrow pharmacy/cosmeceutical definition). Same article: global derma market US$62.52bn 2022 -> US$94.84bn 2028 (Industry Research). Article dated 2024-01-29.
KR dermocosmetics market_size,4.5,krw_tn,KRW,KR,dermocosmetics,2022,CY,NA,Korean Enterprise Reputation Research Institute via Pharm Edaily,https://pharm.edaily.co.kr/News/Read?newsId=03365286642266992,2026-07-24,MEDIUM,"KR dermocosmetics market KRW 4.5tn in 2022, ~8x growth from KRW 500bn in 2017. cf Samjong KPMG which puts KRW 4.5tn already in 2020 — one of the two vintages is misdated or definitions differ; do not average. Value basis unstated. Article dated 2025-08-13."
KR dermocosmetics market_size,5.5,krw_tn,KRW,KR,dermocosmetics,2025,CY,NA,Korean Enterprise Reputation Research Institute via Pharm Edaily,https://pharm.edaily.co.kr/News/Read?newsId=03365286642266992,2026-07-24,MEDIUM,"PROJECTION: KR dermocosmetics market projected KRW 5.5tn for 2025 (from KRW 4.5tn 2022, implying ~7% CAGR 2022-2025). Consistent direction with Euromonitor +13% growth read for 2024 already on file. Article dated 2025-08-13."
KR dermocosmetics market_size,4.5325,krw_tn,KRW,KR,dermocosmetics,2022,CY,RETAIL,한국기업평판연구소 (Korean Enterprise Reputation Research Institute) via Youth Daily (청년일보),https://www.youthdaily.co.kr/news/article.html?no=182976,2026-07-25,MEDIUM,"REFRESH/PRECISION: '국내 더마코스메틱 시장 규모는 지난 2017년 5천억원에서 2022년 약 4조5천325억원으로 10배 가까이 성장했으며' — KRW 4.5325tn in 2022, up from KRW 0.5tn in 2017 (~10x). ~USD 3.066bn @ USD/KRW 1478.40 pinned 2026-07-21. This is the precise figure behind the KRW 4.5tn (2022) already on file from Pharm Edaily; same underlying institute, so treat as the same series, not a second observation. Value basis not stated by source; assumed domestic consumer sell-through (NOT export FOB, NOT MFDS production value). Article dated 2025-04-18."
KR dermocosmetics market_size,5.5,krw_tn,KRW,KR,dermocosmetics,2025,CY,RETAIL,한국기업평판연구소 (Korean Enterprise Reputation Research Institute) via Youth Daily (청년일보),https://www.youthdaily.co.kr/news/article.html?no=182976,2026-07-25,MEDIUM,"PROJECTION: '올해는 5조5천억원을 넘어설 것으로 전망된다' — expected to EXCEED KRW 5.5tn in 2025 ('올해' = this year; article dated 2025-04-18). ~USD 3.720bn @ USD/KRW 1478.40 pinned 2026-07-21. Stated as a floor, not a point estimate. Independently corroborates the KRW 5.5tn 2025 projection already on file from Pharm Edaily. cf DailyBeautyDrop/cogonggo (2025-05-04) which states the softer '5조 원 돌파' (exceed KRW 5tn) for 2025 — same direction, lower threshold."
KR dermocosmetics cagr_historical,55.4,percent,KRW,KR,dermocosmetics,2017-2022,range,NA,Derived from 한국기업평판연구소 via Youth Daily,https://www.youthdaily.co.kr/news/article.html?no=182976,2026-07-25,ESTIMATE,"Historical, not forward-looking. The KRW 0.5tn (2017) base is the single most likely source of overstatement — Korean sources disagree ~3.75x on the dermocosmetics definition for 2020 alone. Recorded because the direction (explosive category formation off a tiny base) is the load-bearing fact for corridor whitespace #5, not the precise rate."
KR dermocosmetics cagr_forecast,6.66,percent,KRW,KR,dermocosmetics,2022-2025,range,NA,Derived from 한국기업평판연구소 via Youth Daily,https://www.youthdaily.co.kr/news/article.html?no=182976,2026-07-25,ESTIMATE,"CORRIDOR WHITESPACE #5. Note the sharp deceleration versus the 2017-2022 formation phase (~55% CAGR derived) — the Korean dermocosmetics category is transitioning from explosive formation to mid-single-digit maturity. No publisher-stated forward CAGR for KR dermocosmetics could be verified on a fetchable page: Grand View Research's South Korea cosmeceutical horizon page (reportedly USD 556.4mn 2024 to USD 825.3mn 2030 at 6.7% CAGR 2025-2030) returned HTTP 403 and is therefore NOT cited. cf SPER Market Research 5.45% (2024-2033), also recorded here — both cluster mid-single-digit, which is the useful convergence."
KR dermocosmetics cagr_forecast,5.45,percent,USD,KR,dermocosmetics,2024-2033,range,NA,SPER Market Research,https://www.sperresearch.com/report-store/south-korea-cosmeceuticals-market.aspx,2026-07-25,LOW,"WARNING: the CAGR is taken but the source's companion endpoint is not credible — SPER states the market reaches 'USD 27.89 billion by 2033', which exceeds Korea's ENTIRE domestic BPC market (~USD 13bn) by more than 2x and cannot be a cosmeceuticals sub-category. The level figure is treated as suspect and is NOT claimed; only the rate is recorded. SCOPE CAVEAT: 'cosmeceuticals' is a narrower/differently-drawn definition than the Korean-language '더마코스메틱' series. cf Bonafide Research USD 3.86bn by 2030 (recorded separately), which IS scale-consistent with the KRW 5.5tn 2025 Korean figure."
KR dermocosmetics market_size,3.86,usd_bn,USD,KR,dermocosmetics,2030,CY,RETAIL,Bonafide Research,https://www.bonafideresearch.com/product/6504784516/south-korea-cosmeceuticals-market,2026-07-25,LOW,"FORECAST VALUE, stated as a floor: 'the South Korea Cosmeceutical market is expected to reach a market size of more than USD 3.86 Billion by 2030'. Report base year 2024, forecast year 2030; no CAGR disclosed on the page. Scale-consistent with the Korean-language series (KRW 5.5tn 2025 = ~USD 3.72bn @ 1478.40 pinned 2026-07-21), which is the main reason it is recorded. Value basis not stated; assumed consumer sell-through. cf SPER USD 27.89bn by 2033 — 7x higher and not credible, do not average."
KR emerging_adjacencies market_size,1.32,usd_bn,USD,KR,emerging_adjacencies,2024,CY,RETAIL,Expert Market Research (via ResearchAndMarkets),https://www.researchandmarkets.com/report/south-korea-beauty-device-market,2026-07-25,LOW,"'The South Korea beauty devices market reached approximately USD 1.32 billion in 2024.' Sub-segment only — this is beauty_devices, NOT the whole emerging_adjacencies segment; do not read it as a segment total. SCOPE CAVEAT: scope is 'Acne Devices, Hair Removal Devices, Cleansing Devices, Oxygen and Steamer Devices, Rejuvenation Devices, and Others' — a home/consumer device scope that may overlap professional aesthetic devices. Value basis not stated; assumed consumer sell-through. Secondary sources cite a competing USD 1.97bn (2025) / 18.40% CAGR (2026-2034) read, but no page carrying it could be fetched, so it is not recorded."
KR emerging_adjacencies cagr_forecast,13.8,percent,USD,KR,emerging_adjacencies,2025-2034,range,NA,Expert Market Research (via ResearchAndMarkets),https://www.researchandmarkets.com/report/south-korea-beauty-device-market,2026-07-25,LOW,"USD 1.32bn (2024) to USD 4.81bn (2034). Internally consistent (1.32 x 1.138^10 = 4.80). Sub-segment only (beauty_devices), not the emerging_adjacencies segment total. This is the fastest-growing KR adjacency for which a forecast could be verified — roughly 2.5x the pace of KR skincare (5.60%) and KR hair care (5.42%)."
KR emerging_adjacencies market_size,1.0,krw_tn,KRW,KR,emerging_adjacencies,2023,CY,RETAIL,신한금융투자 리서치센터 (Shinhan Financial Investment Research Center) via Seoul Finance (서울파이낸스),https://www.seoulfn.com/news/articleView.html?idxno=508509,2026-07-25,MEDIUM,"'국내 이너뷰티 시장은 2019년 약 7000억원, 2023년 약 1조원으로 3년 사이 약 40% 증가했고' — Korean domestic inner-beauty (ingestible) market ~KRW 1.0tn in 2023, from ~KRW 0.7tn in 2019. ~USD 0.676bn @ USD/KRW 1478.40 pinned 2026-07-21. Article dated 2024-01-24. Sub-segment only, NOT the emerging_adjacencies segment total. MINOR SOURCE ERROR: the article says '3년 사이' (over 3 years) but 2019-2023 is 4 years; the 40% growth figure matches the stated endpoints (0.7 to 1.0 = +42.9%), so the year span is the typo, not the values. SCOPE CAVEAT: inner beauty is sold as 건강기능식품 (health functional food), so it sits outside the conventional BPC retail perimeter — do not add to BPC totals without flagging double-counting risk."
KR emerging_adjacencies market_size,2.0,krw_tn,KRW,KR,emerging_adjacencies,2025,CY,RETAIL,신한금융투자 리서치센터 (Shinhan Financial Investment Research Center) via Seoul Finance (서울파이낸스),https://www.seoulfn.com/news/articleView.html?idxno=508509,2026-07-25,MEDIUM,"PROJECTION made in Jan-2024: '2025년 2조원에 이를 것으로 전망하고 있다' — KRW 2.0tn expected by 2025. ~USD 1.353bn @ USD/KRW 1478.40 pinned 2026-07-21. Implies a doubling off the 2023 base in two years, far above the ~10%/yr pace actually observed 2019-2023; treat as an aggressive sell-side projection, not an outturn. No post-hoc 2025 actual could be verified. SCOPE CAVEAT: health-functional-food perimeter, see the 2023 row."
KR emerging_adjacencies cagr_historical,9.3,percent,KRW,KR,emerging_adjacencies,2019-2023,range,NA,Derived from 신한금융투자 리서치센터 via Seoul Finance,https://www.seoulfn.com/news/articleView.html?idxno=508509,2026-07-25,ESTIMATE,"Historical outturn, recorded as the reality check against the same source's KRW 2.0tn 2025 projection (which would require ~41% CAGR from 2023 — a 4x acceleration off this observed trend). The gap between observed and projected is the finding here, not either number alone."
KR emerging_adjacencies growth_yoy,44.6,percent,KRW,KR,emerging_adjacencies,2024,CY,NET_REALISATION,"APR Corp official blog (company earnings announcement), 2025-02-10 -- 2024 annual results",https://apr-blog.com/apr2024earning,2026-07-25,MEDIUM,"SCOPE CAVEAT: company-level figure (APR Corp / Medicube AGE-R brand), not a category-wide beauty_devices market growth rate -- filed under emerging_adjacencies / beauty_devices sub-segment per brief guidance since no same-source two-year category series was found (category-wide snapshots from Clareate Corp and P&S Intelligence/ExpertMarketResearch conflict across years and cannot be safely combined -- do not average). APR is Koreas largest listed home beauty device player, so this is a leading-indicator proxy, not a market-wide figure. Direct quote: AGE-R beauty device division revenue KRW 312.6bn in 2024, +44.6% YoY. value_basis NET_REALISATION = company-reported consolidated segment revenue. For context only, APR total company FY2024 revenue was KRW 722.8bn (+38.0% YoY), not the value of this claim."
KR fragrances export_value,0.06,usd_bn,USD,KR,fragrances,2025,CY,EXPORT_FOB,MFDS via Yonhap/Korea Herald,,2026-07-21,HIGH,"+46.2% YoY, small base"
KR fragrances export_value,6e-06,usd_bn,USD,KR,fragrances,2024,CY,EXPORT_FOB,UN Comtrade,https://comtradeplus.un.org,2026-07-21,HIGH,"HS 3303 Korea exports to India (UN Comtrade, FOB USD). [CORRIDOR]"
KR fragrances export_value,0.039471,usd_bn,USD,KR,fragrances,2024,CY,EXPORT_FOB,UN Comtrade,https://comtradeplus.un.org,2026-07-21,HIGH,"HS 3303 Korea exports to World (UN Comtrade, FOB USD)."
KR fragrances production_value,68.0,krw_bn,KRW,KR,fragrances,2024,CY,PRODUCTION,"MFDS (Ministry of Food and Drug Safety) press release, '24년 화장품 생산·수출액 모두 사상 최대실적 기록 (2025-05-27)",https://kcia.or.kr/inc/down.php?dir=BOARD&file_name=202505_174830652594232_2.pdf&rename=5.27+%ED%99%94%EC%9E%A5%ED%92%88%EC%A0%95%EC%B1%85%EA%B3%BC.pdf,2026-07-25,HIGH,"PRODUCTION VALUE, not retail and not export. MFDS annex table 3 화장품 유형별 생산실적: 방향용 제품류 (fragrance product type) KRW 680억 in 2024 (= KRW 68.0bn; USD 46.0mn @ 1478.40 USD/KRW pinned 2026-07-21 in config/exchange_rates.yaml), 0.4% of total cosmetics production of KRW 175,426억. 2023 comparator KRW 593억. SCOPE CAVEAT: MFDS 방향용 covers only cosmetics-registered fragrance product types manufactured in Korea; it excludes imported fragrance (Korea's fragrance market is import-dominated), so this is NOT a proxy for domestic fragrance retail demand. cf IMARC retail-basis USD 792.5mn (2025) — ~17x the production figure, which is a basis + import-coverage difference, not a conflict; do not compare directly."
KR fragrances growth_yoy,14.67,percent,KRW,KR,fragrances,2024,CY,PRODUCTION,MFDS press release annex table 3 (derived),https://kcia.or.kr/inc/down.php?dir=BOARD&file_name=202505_174830652594232_2.pdf&rename=5.27+%ED%99%94%EC%9E%A5%ED%92%88%EC%A0%95%EC%B1%85%EA%B3%BC.pdf,2026-07-25,ESTIMATE,"Korean domestic fragrance PRODUCTION growth CY2024. Not a retail demand growth rate. All-cosmetics production grew +20.9% over the same period, so fragrance production grew materially slower than the category."
KR fragrances market_size,792.5,usd_mn,USD,KR,fragrances,2025,CY,RETAIL,IMARC Group,https://www.imarcgroup.com/south-korea-perfume-market,2026-07-25,LOW,"'The South Korea perfume market size reached USD 792.5 Million in 2025.' SCOPE CAVEAT: scope is 'perfume', which may be narrower than the full fragrances segment (fine fragrance only, excluding body mists/home fragrance); channel coverage and duty-free inclusion not stated on the page — see CLAUDE.md rule 12, duty-free is a distinct Korean channel and IMARC does not say whether it is in or out. cf Expert Market Research USD 485.19mn for the same geography and same year 2025 — 1.63x gap, definitional mismatch unresolved (IMARC says 'perfume', EMR says 'fragrances and perfume', so the wider-scope source is the SMALLER number, which rules out a simple scope explanation); do not average. NOTE: a search snippet circulated USD 754.71mn for this same IMARC page; the page as actually fetched on 2026-07-25 states USD 792.5mn, and the fetched value is the one recorded."
KR fragrances cagr_forecast,4.62,percent,USD,KR,fragrances,2026-2034,range,NA,IMARC Group,https://www.imarcgroup.com/south-korea-perfume-market,2026-07-25,LOW,"IMARC: USD 792.5mn (2025) to USD 1,204.3mn (2034), CAGR 4.62% during 2026-2034. Trajectory is internally consistent (792.5 x 1.0462^9 = 1,192, within rounding of 1,204.3)."
KR fragrances market_size,485.19,usd_mn,USD,KR,fragrances,2025,CY,RETAIL,Expert Market Research,https://www.expertmarketresearch.com/reports/south-korea-fragrances-and-perfume-market,2026-07-25,LOW,"'The South Korea fragrances and perfume market reached a value of USD 485.19 Million at 2025.' cf IMARC USD 792.5mn for the same geography and same year 2025 — 1.63x gap, definitional mismatch unresolved, do not average. Perverse direction: EMR's stated scope ('fragrances and perfume') is WIDER than IMARC's ('perfume') yet its number is lower, so the gap is not explained by scope breadth. Channel coverage and duty-free treatment not stated by either (CLAUDE.md rule 12). Both are aggregator teasers with no published methodology; neither should be used as a headline Korea fragrance market size without a Euromonitor or MFDS/KOSIS cross-check."
KR fragrances cagr_forecast,6.3,percent,USD,KR,fragrances,2026-2035,range,NA,Expert Market Research,https://www.expertmarketresearch.com/reports/south-korea-fragrances-and-perfume-market,2026-07-25,LOW,"EMR: USD 485.19mn (2025) to USD 893.81mn (2035), CAGR around 6.30% over 2026-2035. Trajectory is internally consistent (485.19 x 1.063^10 = 894). cf IMARC 4.62% (2026-2034) and SPER 5.2% (2023-2028) — the three aggregators disagree on level AND on pace; EMR forecasts ~36% faster growth than IMARC. Record all, do not blend."
KR fragrances cagr_forecast,5.2,percent,USD,KR,fragrances,2023-2028,range,NA,SPER Market Research,https://www.sperresearch.com/press-release/south-korea-perfume-market-future-outlook.aspx,2026-07-25,LOW,"'market is expected to increase at a compound annual growth rate (CAGR) of around 5.2% from 2023 to 2028.' Recorded because its period is explicitly stated; sits between IMARC 4.62% and EMR 6.30%. WARNING — the rest of this page is internally inconsistent and its LEVEL figures are therefore NOT recorded as claims: the same page states the market generated 'around $1.2 billion in sales in 2022' yet is 'projected to be worth USD 834.59 million by 2033' at a claimed 5.49% CAGR, which is arithmetically impossible (a 5.49% CAGR from $1.2bn would give ~$2.1bn by 2033, and the stated endpoint is below the stated start). Treat SPER's Korea fragrance levels as unreliable. Note also its $1.2bn (2022) is 1.5x IMARC's USD 792.5mn (2025) and 2.5x EMR's USD 485.19mn (2025) — the three-way level dispersion across aggregators for this segment is roughly 2.5x, which is why no headline Korea fragrance market size should be published off aggregators alone."
KR hair_care export_value,0.003277,usd_bn,USD,KR,hair_care,2024,CY,EXPORT_FOB,UN Comtrade,https://comtradeplus.un.org,2026-07-21,HIGH,"HS 3305 Korea exports to India (UN Comtrade, FOB USD). [CORRIDOR]"
KR hair_care export_value,0.413075,usd_bn,USD,KR,hair_care,2024,CY,EXPORT_FOB,UN Comtrade,https://comtradeplus.un.org,2026-07-21,HIGH,"HS 3305 Korea exports to World (UN Comtrade, FOB USD)."
KR hair_care market_size,1.8,usd_bn,USD,KR,hair_care,2025,CY,RETAIL,IMARC Group,https://www.imarcgroup.com/south-korea-hair-care-market,2026-07-24,LOW,"Domestic South Korea hair care market. Forecast USD 2.4bn by 2034. Other aggregators cluster at USD 1.30-1.31bn 2024 (EMR/Research and Markets, not independently fetched) — spread flags definitional variance. No sub-segment values disclosed."
KR hair_care cagr_forecast,3.23,percent,USD,KR,hair_care,2026-2034,range,NA,IMARC Group,https://www.imarcgroup.com/south-korea-hair-care-market,2026-07-24,LOW,USD 1.8bn 2025 to USD 2.4bn 2034.
KR hair_care growth_yoy,5.3,percent,USD,KR,hair_care,2026,CY,RETAIL,Derived from Mordor Intelligence,https://www.mordorintelligence.com/industry-reports/south-korea-hair-care-market-industry,2026-07-25,ESTIMATE,"This is a FORECAST year-on-year rate, not an actual. No observed Korean-source YoY for domestic hair care could be verified on a fetchable page. Consistent with the same source's 5.42% CAGR (2026-2031). cf IMARC 3.23% CAGR (2026-2034) already on file — Mordor runs ~2pp hotter; the two aggregators also disagree on level (Mordor USD 1.32bn 2025 vs IMARC USD 1.8bn 2025, a 1.36x gap), definitional mismatch unresolved."
KR mens_grooming market_size,1.09,krw_tn,KRW,KR,mens_grooming,2022,CY,RETAIL,Korea Herald (citing Euromonitor International),https://www.koreaherald.com/view.php?ud=20220630000659,2026-07-24,MEDIUM,"Korean 'men's cosmetics' market per Euromonitor via Korea Herald (Jun 2022 article); USD 839mn equivalent stated in article. Definition likely men's skincare+cosmetics, may exclude shaving/toiletries — narrower than Euromonitor's full men's grooming category. Treat as lower bound for segment."
KR mens_grooming market_size,1.16,krw_tn,KRW,KR,mens_grooming,2025,CY,RETAIL,Korea Herald (citing Euromonitor International),https://www.koreaherald.com/view.php?ud=20220630000659,2026-07-24,MEDIUM,"Euromonitor projection (made 2022) for Korean men's cosmetics market by 2025. Implies ~2.1% CAGR 2022-2025. Same definitional caveat as 2022 figure. Conflicts with FMI KR mens_skincare USD 1.2bn 2025 claim (FMI skincare-only figure exceeds this whole-market figure ~USD 0.85bn) — definitional mismatch, do not reconcile without normalising."
KR mens_grooming market_size,1.2,usd_bn,USD,KR,mens_grooming,2025,CY,RETAIL,Future Market Insights — Men's Skincare in Korea 2025-2035,https://www.futuremarketinsights.com/reports/demand-and-trend-analysis-of-mens-skincare-product-in-korea,2026-07-24,LOW,"Aggregator estimate. Exceeds Euromonitor-derived whole men's-cosmetics market (KRW 1.16tn ~ USD 0.85bn, 2025, Korea Herald) — FMI likely uses broader skincare definition. Cross-referenced conflict; prefer MEDIUM Korea Herald/Euromonitor figure for segment sizing."
KR mens_grooming market_size,3.7,usd_bn,USD,KR,mens_grooming,2035,CY,RETAIL,Future Market Insights — Men's Skincare in Korea 2025-2035,https://www.futuremarketinsights.com/reports/demand-and-trend-analysis-of-mens-skincare-product-in-korea,2026-07-24,LOW,Forecast endpoint of FMI 2025-2035 projection (from USD 1.2bn 2025 at 11.04% CAGR). Same definitional caveat as 2025 FMI figure.
KR mens_grooming cagr_forecast,11.04,percent,USD,KR,mens_grooming,2025-2035,range,NA,Future Market Insights — Men's Skincare in Korea 2025-2035,https://www.futuremarketinsights.com/reports/demand-and-trend-analysis-of-mens-skincare-product-in-korea,2026-07-24,LOW,"FMI forecast CAGR for Korea men's skincare, USD terms. Far above Euromonitor-implied ~2-3% for the segment 2022-2025 — treat as optimistic aggregator scenario."
KR mens_grooming market_size,1.2,krw_tn,KRW,KR,mens_grooming,2024,CY,RETAIL,Euromonitor International via AMPM Marketing Inside,https://inside.ampm.co.kr/insight/11782,2026-07-25,MEDIUM,"'유로모니터에 따르면 국내 남성 화장품 시장은 2020년 1조 640억 원 → 2024년 1조 2천억 원으로 꾸준히 성장 중입니다' — Korean domestic men's cosmetics market KRW 1.2tn in 2024, from KRW 1.064tn in 2020. ~USD 0.812bn @ USD/KRW 1478.40 pinned 2026-07-21. Article dated 2025-07-21. CONFLICT: the Euromonitor-via-Korea-Herald series already on file puts 2025 at KRW 1.16tn, i.e. BELOW this 2024 figure — one of the two vintages is misdated or Euromonitor rebased the category. Do not build a growth rate across the two series."
KR mens_grooming growth_yoy,1.6,percent,KRW,KR,mens_grooming,2022,CY,RETAIL,Derived from Euromonitor International via Jangup Shinmun (장업신문),https://www.jangup.com/news/articleView.html?idxno=92336,2026-07-25,ESTIMATE,"Article dated 2024-02-06. CROSS-VALIDATION: the 2022 value KRW 1.0923tn matches the KRW 1.09tn (2022) Euromonitor-via-Korea-Herald point already on file, confirming this is the same series and that the derivation is sound. SUBSTANTIVE FINDING: Korean domestic men's cosmetics is growing only ~1-2%/yr in nominal KRW — flat to negative in real terms — which contradicts the 'booming K-male grooming' narrative and sits far below the Future Market Insights 11.04% CAGR (2025-2035) forecast already on file. Growth is on domestic RETAIL, not export FOB and not MFDS production value."
KR oral_care export_value,0.000251,usd_bn,USD,KR,oral_care,2024,CY,EXPORT_FOB,UN Comtrade,https://comtradeplus.un.org,2026-07-21,HIGH,"HS 3306 Korea exports to India (UN Comtrade, FOB USD). [CORRIDOR]"
KR oral_care export_value,0.079986,usd_bn,USD,KR,oral_care,2024,CY,EXPORT_FOB,UN Comtrade,https://comtradeplus.un.org,2026-07-21,HIGH,"HS 3306 Korea exports to World (UN Comtrade, FOB USD)."
KR oral_care production_value,405.1,krw_bn,KRW,KR,oral_care,2024,CY,PRODUCTION,"MFDS 2024 quasi-drug production statistics, via Medifonews",https://www.medifonews.com/news/article.html?no=204402,2026-07-25,MEDIUM,"PRODUCTION VALUE, not retail. In Korea toothpaste is regulated as a 의약외품 (quasi-drug), not a cosmetic, so it sits in MFDS quasi-drug statistics rather than the cosmetics production table. 치약제 (dentifrice) production was KRW 4,051억 in 2024 (= KRW 405.1bn; USD 274.0mn @ 1478.40 USD/KRW pinned 2026-07-21), a 25.3% share and the largest of all quasi-drug product groups; total 의약외품 production was KRW 1조 6,037억. SCOPE CAVEAT: 치약제 is toothpaste/dentifrice ONLY — it excludes toothbrushes, mouthwash (a separate 구중청량제 quasi-drug group), floss and whitening devices, so it is well short of a full oral-care segment. Domestic manufacture only, excludes imports. Confidence MEDIUM not HIGH: figures are MFDS's but were read off Korean pharma trade press; the MFDS statistical yearbook page (index.go.kr idx_cd=3059) renders its tables via JS and returned no numbers when fetched, so the government table itself is not verified. cf IMARC's toothpaste-segment estimate of ~USD 410mn for 2024 (relayed by Daxue) — ~1.5x the MFDS production figure, consistent with a retail-vs-production basis difference plus imports, NOT a conflict; do not compare directly (rule 11)."
KR oral_care market_size,975.9,usd_mn,USD,KR,oral_care,2024,CY,RETAIL,"Grand View Research, relayed by Daxue Consulting",https://daxueconsulting.com/south-korea-oral-care-mark/,2026-07-25,LOW,"'In 2024, South Korea's oral care market stood at USD 975.9 million', attributed on the fetched Daxue page to Grand View Research. Grand View's own South Korea oral care horizon page (grandviewresearch.com/horizon/outlook/oral-care-market/south-korea) returns HTTP 403 and could NOT be fetched, so it is not cited — the Daxue page, which was fetched, is the citation and Grand View is named as the underlying source. cf Deep Market Insights USD 892.82mn for 2025 — a LATER year at a LOWER level, so the two are ~1.19x apart once growth is allowed for; definitional mismatch unresolved, do not average. Channel coverage, organised/unorganised split and duty-free treatment not stated."
KR oral_care cagr_forecast,6.9,percent,USD,KR,oral_care,2025-2030,range,NA,"Grand View Research, relayed by Daxue Consulting",https://daxueconsulting.com/south-korea-oral-care-mark/,2026-07-25,LOW,"'By 2030, the oral care market in Korea is expected to reach USD 1.5 billion, growing at a compound annual growth rate of 6.9% from 2025 to 2030', attributed to Grand View Research on the fetched Daxue page. Trajectory roughly consistent (975.9 x 1.069^6 = 1,455mn vs the 1.5bn stated). cf Deep Market Insights 6.41% (2026-2034); the two aggregators agree on pace to within ~0.5pp even though they disagree on level."
KR oral_care market_size,892.82,usd_mn,USD,KR,oral_care,2025,CY,RETAIL,Deep Market Insights,https://deepmarketinsights.com/vista/insights/oral-care-market/korea,2026-07-25,LOW,"'the Korea Oral Care Market stood at USD 892.82 Million in 2025.' cf Grand View (via Daxue) USD 975.9mn for 2024 — the earlier year carries the higher level, implying a ~1.19x gap once 2024-25 growth is allowed for; definitional mismatch unresolved, do not average. Basis assumed retail sell-through; the page does not state basis, channel coverage or duty-free treatment. NOTE: a search snippet circulated USD 561.15mn (2024) for this same publisher; the page as actually fetched on 2026-07-25 states USD 892.82mn (2025), and only the fetched value is recorded."
KR oral_care cagr_forecast,6.41,percent,USD,KR,oral_care,2026-2034,range,NA,Deep Market Insights,https://deepmarketinsights.com/vista/insights/oral-care-market/korea,2026-07-25,LOW,"'The Korea market is expected to advance at a CAGR of 6.41% from 2026 through 2034', USD 892.82mn (2025) to USD 1,556.15mn (2034). Trajectory internally consistent (892.82 x 1.0641^9 = 1,560). cf Grand View (via Daxue) 6.9% for 2025-2030."
KR oral_care growth_yoy,-3.27,percent,KRW,KR,oral_care,2024,CY,PRODUCTION,"MFDS quasi-drug production statistics 2023 and 2024, via Medifonews (derived)",https://www.medifonews.com/news/article.html?no=204402,2026-07-25,ESTIMATE,"CONTRARY SIGNAL, flagged deliberately. Korean domestic toothpaste PRODUCTION fell 3.27% in CY2024 while every aggregator on file forecasts Korean oral care growing 6.4-6.9% a year. These are not the same measure (rule 11): production is domestic factory-gate output of dentifrice only, whereas the aggregator figures are retail sell-through across the whole oral-care basket including mouthwash, brushes and imports. A domestic production decline alongside retail growth is consistent with import substitution and/or category mix shifting toward non-dentifrice formats, but that is a hypothesis, not a reconciled result — do NOT publish this as 'the' Korea oral care growth rate. Total quasi-drug production also fell over the same period (KRW 1조 6,822억 to 1조 6,037억)."
KR skincare export_value,8.54,usd_bn,USD,KR,skincare,2025,CY,EXPORT_FOB,MFDS via Yonhap/Korea Herald,,2026-07-21,HIGH,~75% of total exports
KR skincare growth_yoy,11.6,percent,USD,KR,skincare,2025,CY,EXPORT_FOB,MFDS via Yonhap/Korea Herald,,2026-07-21,HIGH,
KR skincare export_value,0.065624,usd_bn,USD,KR,skincare,2024,CY,EXPORT_FOB,UN Comtrade,https://comtradeplus.un.org,2026-07-21,HIGH,"HS 3304 Korea exports to India (UN Comtrade, FOB USD). HS 3304 includes makeup as well as skincare. [CORRIDOR]"
KR skincare export_value,8.566629,usd_bn,USD,KR,skincare,2024,CY,EXPORT_FOB,UN Comtrade,https://comtradeplus.un.org,2026-07-21,HIGH,"HS 3304 Korea exports to World (UN Comtrade, FOB USD). HS 3304 includes makeup as well as skincare."
